"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"CZY7BDJM","journalArticle","2002","Lowery, Mark","The Sanctity of Fertility and Coition and its Impact on Contraception, Abortion and the New Birth Technologies","","","","","","","2002","2022-05-26 15:39:46","2022-05-26 15:45:07","","22","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/CYAHI3XP/Lowery - The Sanctity of Fertility and Coition and its Impa.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SSQ6YZFN","journalArticle","2002","Strahan, Thomas W","The Influence of Therapeutic Culture on Abortion Decisions of the U.S. Supreme Court","","","","","","","2002","2022-05-26 15:39:54","2022-05-26 15:45:09","","14","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/ZARYFL7T/Strahan - The Influence of Therapeutic Culture on Abortion D.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB67RQTZ","journalArticle","2002","Stith, Richard","The Priority of Respect","","","","","http://uffl.org/vol12/stith12.pdf","","2002","2022-05-26 15:41:00","2022-05-26 15:45:11","2022-05-26 15:37:44","","","","","","","","","","","","","","","","","","","","","","","/home/lalor/Zotero/storage/LUY74JW4/stith12.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NJBKKLNZ","journalArticle","2002","Bowring, Kelly","The Moral Dilemma of Management Procedures for Ectopic Pregnancy","","","","","http://uffl.org/vol12/bowring12.pdf","","2002","2022-05-26 15:41:37","2022-05-26 15:45:14","2022-05-26 15:38:19","","","","","","","","","","","","","","","","","","","","","","","/home/lalor/Zotero/storage/5YBYWJ67/bowring12.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WJGC4YT5","journalArticle","2001","Myers, Richard S","Physician-Assisted Suicide and Euthanasia: A Current Legal Perspectivei","","","","","","","2001","2022-05-03 15:11:58","2022-05-26 17:48:06","","29","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/TM3BXC8N/Myers - Physician-Assisted Suicide and Euthanasia A Curre.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WAESTIDP","journalArticle","2001","Willke, J C","Euthanasia: An Irresistible Wave?","","","","","","","2001","2022-05-03 14:07:05","2022-05-26 17:45:05","","19","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/XNRVF7FW/Willke - Euthanasia An Irresistible Wave.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DQPCF47V","journalArticle","2001","Mathie, William","Justice, Rhetoric and Law: Reflections on Latimer v. The Queen","","","","","","","2001","2022-05-03 15:11:51","2022-05-26 17:46:13","","18","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/E659ZSLX/Mathie - Justice, Rhetoric and Law Reflections on Latimer .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GDDDYRG7","journalArticle","2001","Araujo, Robert John","The Legal Order and the Common Good: Abortion Rights as Contradiction of Constitutional Purposes","","","","","","","2001","2022-05-03 14:07:14","2022-05-26 17:50:53","","22","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/F35PKX2S/Araujo - The Legal Order and the Common Good Abortion Righ.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZSBP74FB","journalArticle","2001","Strahan, Thomas W","The Natural Law Philosophy of Lon L. Fuller in contrast to Roe v. Wade and Its Progeny","","","","","","","2001","2022-05-03 15:12:28","2022-05-26 17:51:02","","14","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/XL6XM3HK/Strahan - The Natural Law Philosophy of Lon L. Fuller in con.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VAVJB6HV","journalArticle","2001","Calhoun, Samuel W","An Alarming Pre-Roe View of Personhood: The 1972 Byrn Decision","","","","","","","2001","2022-05-03 14:09:20","2022-05-26 17:42:57","","14","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/I4VK2PRJ/Calhoun - An Alarming Pre-Roe View of Personhood The 1972 B.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LZ466ZYQ","journalArticle","2001","Flood, Patrick J","Mandatory Viability Testing and Post-Viability Abortion Restriction: The Best Way Forward in the Immediate Future?","","","","","","","2001","2022-05-03 14:10:00","2022-05-26 17:46:44","","20","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/EAENYEL8/Flood - Mandatory Viability Testing and Post-Viability Abo.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APX5NH3L","journalArticle","2001","Sullins, D Paul","The Unintended Consequences of Mifepristone: Evidence from the Clinical Trials","","","","","","","2001","2022-05-03 15:12:30","2022-05-26 17:51:29","","10","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/L3N6QDDU/Sullins - The Unintended Consequences of Mifepristone Evide.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z4H8QWJX","journalArticle","2001","Koloze, Jeff","European Abortion Novels: Documenting a Fidelity to the Milieu","","","","","","","2001","2022-05-03 14:13:05","2022-05-26 17:44:59","","27","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/7ZS2S8UI/Koloze - European Abortion Novels Documenting a Fidelity t.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MI4AZ6IJ","journalArticle","2001","Kelly, James R","From Counter-Movement to Transforming-Movement?","","","","","","","2001","2022-05-03 14:12:25","2022-05-26 17:45:21","","62","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/C9JM7MB5/Kelly - From Counter-Movement to Transforming-Movement.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KBJ2KUAU","journalArticle","2001","Kurz, William S","Scriptural Foundations for the Pro-Life Position","","","","","","Too often biblical arguments for and against prolife positions are based on proof texts, often taken out of context. We will situate such positions within a more inclusive biblical perspective on how God relates to and values both individual humans and the people of God.","2001","2022-05-03 14:13:09","2022-05-26 17:48:59","","23","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/JGII6KWX/Kurz - Scriptural Foundations for the Pro-Life Position.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SR8ZMH3F","journalArticle","2001","Atkinson, Joseph C","The Biblical and Theological Foundation of an Adequate Anthropology","","","","","","","2001","2022-05-03 14:07:15","2022-05-26 17:49:48","","19","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/4EDAQMFX/Atkinson - The Biblical and Theological Foundation of an Adeq.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PGCU3K9E","journalArticle","2000","Irving, Dianne N","What Is “Bioethics”? (Quid est ‘Bioethics’?)","","","","","","","2000","2022-05-03 14:12:19","2022-05-26 17:52:04","","101","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/S69XEPTC/Irving - What Is “Bioethics” (Quid est ‘Bioethics’).pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6KGBZWZL","journalArticle","2000","Pellegrino, Edmund D","Decision at the End of Life: The Use and Abuse of the Concept of Futility","","","","","","","2000","2022-05-03 15:12:08","2022-05-26 17:44:14","","26","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/E9GIC94M/Pellegrino - Decision at the End of Life The Use and Abuse of .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9YBI6GPM","journalArticle","2000","Conley, John J","But Who Are the Innocent?","","","","","","","2000","2022-05-03 14:09:45","2022-05-26 17:43:43","","8","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/8YQU7E57/Conley - But Who Are the Innocent.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JFVZELJV","journalArticle","2000","Beckwith, Francis J","Taking Abortion Seriously: A Philosophical Critique of the New Prolife Rhetorical Shift","","","","","","","2000","2022-05-03 14:08:35","2022-05-26 17:49:36","","22","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/ZG9HV8NB/Beckwith - Taking Abortion Seriously A Philosophical Critiqu.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IT9MK4EE","journalArticle","2000","Gotcher, Robert F","Gaudium et Spes as a Blueprint for the Culture of Life","","","","","","","2000","2022-05-03 14:10:52","2022-05-26 17:45:27","","30","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/9H56KLBN/Gotcher - Gaudium et Spes as a Blueprint for the Culture of .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q779NALL","journalArticle","2000","Calhoun, Samuel W","Sowing the Wind, Reaping the Whirlwind: From Frederick Taussig’s Abortion: Spontaneous and Induced (1936) to Warren Hern’s Abortion Practice (1984)","","","","","","","2000","2022-05-03 14:09:19","2022-05-26 17:49:20","","9","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/ALH8B6EK/Calhoun - Sowing the Wind, Reaping the Whirlwind From Frede.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4ZAJ75ZR","journalArticle","2000","Flood, Patrick J","Life after Communism: Democracy and Abortion in Eastern Europe and Russia","","","","","","","2000","2022-05-03 14:09:59","2022-05-26 17:46:29","","50","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/WESGIDRP/Flood - Life after Communism Democracy and Abortion in Ea.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SUDK68VN","journalArticle","2000","Klaus, Hanna","Does Premature Intercourse Delay Psychological Maturation? An Analysis of Outcome Data of the 1998-99 Teen STAR Program","","","","","","The efficacy of the Teen STAR Program for undergirding virginity and/or facilitating a return to chastity has been reported previously. We now correlate behavioral outcome with program components of the 199899 cohorts. There were 48 French, 23 Swiss and 234 U.S. females aged 11-17 who followed the 8-month program, which joins experiential learning of fertility signs to a developmental didactic curriculum that_includes regular teacher-student interviews; there were also 371 males aged 11-16 who followed a parallel program. A_ previously validated Likert-type_ 18-item questionnaire identified demographics, participants’ expectations for future abstinence,_ control of their emotions,_ empathy in dealing with others, overall helpfulness of the program, frequency of topical discussions with parents and friends,_ age at first intercourse, time of_ last intercourse, contraceptive use, pregnancy, and_ reasons for abstinence._ Reasons for abstinence offered insight into the locus of control.","2000","2022-05-03 14:12:53","2022-05-26 17:44:40","","12","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/XACBRQY8/Klaus - Does Premature Intercourse Delay Psychological Mat.pdf; /home/lalor/Zotero/storage/N7QZSHQ6/Klaus - Does Premature Intercourse Delay Psychological Mat.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TFHS29UD","journalArticle","2000","Fehring, Richard J; Kurz, William","Anthropological Differences between Contraception and Natural Family Planning","","","","","","","2000","2022-05-03 14:09:57","2022-05-26 17:43:09","","28","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/IP5YIVHE/Fehring and Kurz - Anthropological Differences between Contraception .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64UPAGYK","journalArticle","2000","Monica, Teresa La","Relinquishment of Motherhood: Concept Analysis","","","","","","","2000","2022-05-03 14:13:11","2022-05-26 17:48:34","","8","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/AJRK6J8Q/Monica - Relinquishment of Motherhood Concept Analysis.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TFWDHV6T","journalArticle","2000","MacNair, Rachel M","Abortion Practice as a Perpetration-Induced Trauma","","","","","","","2000","2022-05-03 15:11:45","2022-05-26 17:41:35","","19","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/EDLIN4GC/MacNair - Abortion Practice as a Perpetration-Induced Trauma.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VFRTFDMP","journalArticle","2000","Colliton, William F","The Birth Control Pill: Abortifacient and Contraceptive","","","","","","","2000","2022-05-03 14:09:35","2022-05-26 17:49:54","","16","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/FTBC35HK/Colliton - The Birth Control Pill Abortifacient and Contrace.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZSYY54PY","journalArticle","2000","Koloze, Jeff","Bizarre Fiction on the Right-to-Life Issues","","","","","","","2000","2022-05-03 14:13:04","2022-05-26 17:43:34","","17","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/KID3PAV4/Koloze - Bizarre Fiction on the Right-to-Life Issues.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FACHSPL4","journalArticle","2000","Zapatka, Francis E","Sentiment, Science and Thanatos in the Work of Walker Percy","","","","","","","2000","2022-05-03 14:07:08","2022-05-26 17:49:06","","16","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/E2GRWRWA/Zapatka - Sentiment, Science and Thanatos in the Work of Wal.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5DM9CUAM","journalArticle","2000","Ward, Bernadette Waterman","Silencing Lorraine Hansberry","","","","","","","2000","2022-05-03 14:07:00","2022-05-26 17:49:12","","10","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/EY4AB7LS/Ward - Silencing Lorraine Hansberry.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R2ZW7PEF","journalArticle","2000","Willke, John","Assisted Suicide and Euthanasia","","","","","","","2000","2022-05-03 14:07:04","2022-05-26 17:43:17","","21","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/Q3GD67L5/Willke - Assisted Suicide and Euthanasia.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KG65JXM7","journalArticle","1999","Reardon, David C","Abortion Risk Factors: An Avenue for New Pro-Life/Pro-Woman Laws","","","","","","","1999","2022-05-03 15:12:12","2022-05-26 17:41:51","","17","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/9GDK3VLL/Reardon - Abortion Risk Factors An Avenue for New Pro-Life.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6V422EZ8","journalArticle","1999","Ryan, Peter F","The Value of Life and its Bearing on Three Issues of Medical Ethics","","","","","","","1999","2022-05-03 15:12:15","2022-05-26 17:51:43","","17","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/LSIZAIGI/Ryan - The Value of Life and its Bearing on Three Issues .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z3CP9LA8","journalArticle","1999","Miller, Kevin E","Ending Renal Dialysis: Ethical Issues in Refusing Life-Sustaining Treatment","","","","","","","1999","2022-05-26 17:16:01","2022-05-26 17:18:27","","19","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/MCBIPY6E/Miller - Ending Renal Dialysis Ethical Issues in Refusing .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UZFCGIG6","journalArticle","1999","Conley, John J","Against Capital Punishment: A Teleological Argument","","","","","","","1999","2022-05-03 14:09:44","2022-05-26 17:42:48","","8","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/EU8HP8P8/Conley - Against Capital Punishment A Teleological Argumen.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8NESSJJQ","journalArticle","1999","Kalpakgian, Mitchell","The Right to Life and the Natural Law","","","","","","","1999","2022-05-03 14:12:23","2022-05-26 17:51:13","","14","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/A96WU468/Kalpakgian - The Right to Life and the Natural Law.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q4GLF3XL","journalArticle","1999","Bracken, W Jerome","Is In Vitro Fertilization in accord with a Symbolic Concept of Natural Law?","","","","","","","1999","2022-05-03 14:08:52","2022-05-26 17:46:07","","29","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/SXVASH5T/Bracken - Is In Vitro Fertilization in accord with a Symboli.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3SUFQFNT","journalArticle","1999","Grossberg, Amy; Peterson, Brian","Abortion: What Did the Supreme Court Do in Roe v. Wade?","","","","","","","1999","2022-05-03 15:12:12","2022-05-26 17:42:02","","9","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/YFHYCQ39/Grossberg and Peterson - Abortion What Did the Supreme Court Do in Roe v. .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MKD326PZ","journalArticle","1999","Scaperlanda, Michael","Membership: Reflections on Abortion and Immigration","","","","","","","1999","2022-05-03 15:12:17","2022-05-26 17:46:58","","15","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/8ECGSQ6Y/Scaperlanda - Membership Reflections on Abortion and Immigratio.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VUV2Z63X","journalArticle","1999","Strahan, Thomas W","The Critical Influence of the Prospective Father on Abortion- Decision Making","","","","","","","1999","2022-05-03 15:12:27","2022-05-26 17:50:18","","20","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/HMYZQXG5/Strahan - The Critical Influence of the Prospective Father o.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9DWHY8BY","journalArticle","1999","Gehringer, Edward F","Discrimination Against Pro-Lifers in Higher Education?A Preliminary Survey","","","","","","","1999","2022-05-03 14:10:46","2022-05-26 17:44:31","","14","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/58JX5WFX/Gehringer - Discrimination Against Pro-Lifers in Higher Educat.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IRBDVKG2","journalArticle","1999","Cassidy, Keith","Interpreting the Pro-Life Movement: Recurrent Themes and Recent Trends","","","","","","","1999","2022-05-03 14:09:27","2022-05-26 17:45:59","","18","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/SAR7MQW6/Cassidy - Interpreting the Pro-Life Movement Recurrent Them.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F3CFKUJK","journalArticle","1999","Dyer, Frederick N","Horatio Robinson Storer, M.D. and the Physicians’ Crusade Against Abortion","","","","","","","1999","2022-05-03 14:09:53","2022-05-26 17:45:43","","28","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/LX9ZAGB3/Dyer - Horatio Robinson Storer, M.D. and the Physicians’ .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7AYRUT2N","journalArticle","1999","Hunt, John","Out of respect for life: Nazi abortion policy in the eastern occupied territories","Journal of Genocide Research","","1462-3528, 1469-9494","10.1080/14623529908413967","http://www.tandfonline.com/doi/abs/10.1080/14623529908413967","","1999-11","2022-05-03 14:12:18","2022-05-26 17:47:50","2022-05-26 17:17:01","379-385","","3","1","","Journal of Genocide Research","Out of respect for life","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/lalor/Zotero/storage/CSE9F95D/Hunt - 1999 - Out of respect for life Nazi abortion policy in t.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9CY3WSDW","journalArticle","1999","Koloze, Jeff","Adolescent Fiction on Abortion: Developing a Paradigm and Pedagogic Responses from Literature Spanning Three Decades","","","","","","","1999","2022-05-03 14:13:03","2022-05-26 17:42:14","","39","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/8HXC9ATW/Koloze - Adolescent Fiction on Abortion Developing a Parad.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"473I39IG","journalArticle","1999","Crosby, John F.","Why Persons Have Dignity","","","","","http://www.uffl.org/vol%209/crosby9.pdf","","1999","2022-05-26 17:17:33","2022-05-26 17:17:58","2022-05-26 17:16:06","","","","","","","","","","","","","","","","","","","","","","","/home/lalor/Zotero/storage/YWJMZALX/crosby9.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EN6GTSRV","journalArticle","1998","Brown, David M","LIFE’S DOMINION IN CANADA: A LEGAL SURVEY","","","","","","","1998","2022-05-03 14:09:14","2022-05-26 17:46:35","","42","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/67GQTVNH/Brown - LIFE’S DOMINION IN CANADA A LEGAL SURVEY.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QUM3JRQV","journalArticle","1998","Brodie, Gilbert E","THE PROBLEMATIC MORAL ARGUMENTS IN THE SUE RODRIGUEZ CASE","","","","","","","1998","2022-05-03 14:08:53","2022-05-26 17:51:08","","17","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/GD4IHSDG/Brodie - THE PROBLEMATIC MORAL ARGUMENTS IN THE SUE RODRIGU.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B5PDVTWL","journalArticle","1998","Mathie, William","ABORTION AND THE CRISIS OF LIBERAL JUSTICE: GEORGE GRANT ON THE MEANING OF ROE. V. WADE","","","","","","","1998","2022-05-03 15:11:50","2022-05-26 17:41:04","","11","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/NFI77Y6R/Mathie - ABORTION AND THE CRISIS OF LIBERAL JUSTICE GEORGE.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KJRL8EX5","journalArticle","1998","Stith, Richard","DECONSTRUCTING ROE V. WADE’S BIRTH WALL: OPPORTUNITIES AND DANGERS","","","","","","","1998","2022-05-03 15:12:26","2022-05-26 17:44:20","","18","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/4TR2DJQJ/Stith - DECONSTRUCTING ROE V. WADE’S BIRTH WALL OPPORTUNI.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XJHUJYRT","journalArticle","1998","Wardle, Lynn D","EFFECTS OF TWENTY-FIVE YEARS OF CONSTITUTIONALIZED ABORTION ON DEMAND","","","","","","","1998","2022-05-03 14:07:02","2022-05-26 17:44:51","","37","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/5NW8LJ52/Wardle - EFFECTS OF TWENTY-FIVE YEARS OF CONSTITUTIONALIZED.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QXWIDPML","journalArticle","1998","Pakaluk, Michael","ABORTION, SELF-LOVE, AND VIRTUE: ON THE WORK OF THE CARING FOUNDATION","","","","","","","1998","2022-05-03 15:12:03","2022-05-26 17:41:56","","10","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/HHVZUQUA/Pakaluk - ABORTION, SELF-LOVE, AND VIRTUE ON THE WORK OF TH.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PXM2ZAAG","journalArticle","1998","Koloze, Jeff","RESOLUTION OF A CONTROVERSIAL ISSUE IN THE WRITING CLASS: DAEDALUS SOFTWARE, DISCUSSION, AND COLLABORATIVE WRITING ON ABORTION","","","","","","","1998","2022-05-03 14:13:02","2022-05-26 17:48:41","","30","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/LKBQHCDD/Koloze - RESOLUTION OF A CONTROVERSIAL ISSUE IN THE WRITING.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PDWPVE2G","journalArticle","1998","Conley, John J","ABORTION AS METAPHOR","","","","","","","1998","2022-05-03 14:09:43","2022-05-26 17:41:17","","9","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/CDB7SIHW/Conley - ABORTION AS METAPHOR.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ULAVHKKR","journalArticle","1998","Novak, David","SUICIDE IS NOT A PRIVATE CHOICE","David Novak","","","","","","1998","2022-05-03 15:12:01","2022-05-26 17:49:30","","9","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/3AU6SIK5/Novak - SUICIDE IS NOT A PRIVATE CHOICE.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
